Accounts Account Status,Accounts Angaza ID,Accounts Area,Accounts Country,Accounts Date of Disablement Utc Date,Accounts Date of Latest Payment Utc Date,Accounts Date of Registration Date,Accounts Days Disabled,Accounts Days to Cutoff,Accounts Disabled (Yes / No),Accounts Minimum Payment Amount,Accounts Minimum Payment Amount USD,Accounts Price per Day,Accounts Price per Day USD,Accounts Product Name,Accounts Region,Accounts Registering User Angaza ID,Accounts Unit Age Days,Accounts Unit Proportional Age,Accounts Unlock Price,Accounts Unlock Price USD,Accounts Upfront Days Included,Accounts Upfront Price,Accounts Upfront Price USD,Accounts Zone
UNLOCKED,AC560593,Mumias,Kenya,,5/22/19,6/27/18,,,No,70,0.652230629,70,0.65,Home 120 + Radio,Southern Highlands,US011467,449,1.6,"20,895",204,14,"2,700",26.08922515,
ENABLED,AC516051,Minbu,Myanmar (Burma),9/21/19,9/19/19,5/23/18,,2.19,No,340,0.21741021,350,0.22,Boom,Southern Highlands,US014257,484,1.7,"106,745",68,7,"13,700",8.696408383,
UNLOCKED,AC563796,Myaung Mya,Myanmar (Burma),,3/17/19,6/29/18,,,No,920,0.585137507,930,0.59,Home 120 Plus + Radio,Eastern,US021523,447,1.6,"290,405",185,7,"39,800",25.35595865,East
DISABLED,AC500216,Morogoro,Tanzania,2/19/19,2/12/19,5/11/18,212,-211.93,Yes,1010,0.43885313,1010,0.44,Home 60 + Radio,Rift Valley,US020492,496,1.8,"317,530",138,7,"42,600",18.5293544,East
ENABLED,AC498081,Kyotera,Uganda,9/19/19,9/18/19,5/9/18,,1.09,No,1650,0.43885313,1650,0.44,Home 60 + Radio,Nyanza,US019089,498,1.8,"517,705",138,7,"69,500",18.5293544,West
UNLOCKED,AC518058,Tororo,Uganda,,12/31/18,5/25/18,,,No,1040,0.278048102,790,0.21,Boom,UP,US022096,482,2.2,"195,080",52,14,"31,300",8.34144307,
UNLOCKED,AC484754,Masasi,Tanzania,,4/12/19,5/1/18,,,No,1350,0.585137507,1360,0.59,Home 120 Plus + Radio,Central,US003960,506,1.8,"425,675",185,7,"58,300",25.35595865,West
DISABLED,AC486501,Kyotera,Uganda,9/15/19,9/13/19,5/2/18,3,-3.02,Yes,1650,0.43885313,1650,0.44,Home 60 + Radio,Nyanza,US006595,505,1.8,"517,705",138,7,"69,500",18.5293544,West
DISABLED,AC541293,Mbita,Kenya,9/19/19,9/17/19,6/13/18,0,-0.01,Yes,40,0.43885313,50,0.44,Home 60 + Radio,Western,US003736,463,1.7,"14,135",138,7,"1,900",18.5293544,West
UNLOCKED,AC531763,Malindi,Kenya,,6/19/19,6/6/18,,,No,10,0.146284377,20,0.15,Pro,Nyanza,US000886,470,1.7,"5,325",52,7,"1,200",11.70275015,West
DISABLED,AC548094,Saboti,Kenya,9/11/19,9/10/19,6/18/18,7,-7.02,Yes,40,0.43885313,50,0.44,Home 60 + Radio,Eastern,US015783,458,1.6,"14,135",138,7,"1,900",18.5293544,East
DISABLED,AC535796,Abuja,Nigeria,8/22/19,8/21/19,6/8/18,27,-27.01,Yes,160,0.43885313,160,0.44,Home 60 + Radio,Western,US000657,468,1.7,"50,305",138,7,"6,800",18.5293544,West
UNLOCKED,AC558835,Kamuli,Uganda,,7/29/19,6/26/18,,,No,1470,0.391338377,1460,0.39,Home 60,Coastal,US014503,450,1.6,"457,685",122,7,"57,100",15.21871467,
UNLOCKED,AC520616,Kano,Nigeria,,4/29/19,5/28/18,,,No,140,0.391338377,160,0.43,Home 60,Northern,US007898,479,1.9,"44,470",122,7,"5,500",15.21871467,
UNLOCKED,AC556280,Tharaka,Kenya,,2/28/19,6/24/18,,,No,40,0.391338377,40,0.39,Home 60,Northern,US005097,452,1.6,"12,495",122,7,"1,600",15.21871467,
DISABLED,AC502668,Nakuru,Kenya,5/9/19,5/7/19,5/13/18,133,-132.98,Yes,20,0.195045836,20,0.2,Boom,South Rift,US018491,494,1.8,"6,655",65,7,"1,200",11.70275015,West
ENABLED,AC545978,Kilifi,Kenya,9/20/19,9/16/19,6/16/18,,1.26,No,40,0.391338377,40,0.39,Home 60,South,US011011,460,1.6,"12,495",122,7,"1,600",15.21871467,
UNLOCKED,AC501933,Bauchi,Nigeria,,3/6/19,5/12/18,,,No,210,0.585137507,220,0.59,Home 120 Plus + Radio,Coast,US021443,495,1.8,"67,435",185,7,"9,200",25.35595865,East
UNLOCKED,AC532601,Handeni,Tanzania,,5/19/19,6/6/18,,,No,1010,0.43885313,1010,0.44,Home 60 + Radio,North Rift,US014998,470,1.7,"317,530",138,7,"42,600",18.5293544,East
UNLOCKED,AC524076,Bariadi,Tanzania,,6/23/19,5/31/18,,,No,1010,0.43885313,1010,0.44,Home 60 + Radio,North Rift,US009114,476,1.7,"317,530",138,7,"42,600",18.5293544,East
UNLOCKED,AC503206,Busia,Kenya,,2/24/19,5/14/18,,,No,60,0.585137507,60,0.59,Home 120 Plus + Radio,Western,US000744,493,1.8,"18,950",185,7,"2,600",25.35595865,West
UNLOCKED,AC519153,Machakos,Kenya,,2/14/19,5/26/18,,,No,60,0.585137507,60,0.59,Home 120 Plus + Radio,Rift Valley,US002753,481,1.7,"18,950",185,7,"2,600",25.35595865,East
